fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.797570163606935,0.795775726655876,0.024878508180346738,1.8487850818034675,0.07523551203113685,8.276637150828478,18.016826755760977,0.9961707477863121,3.510971934557226,0.6169906448524087,9.909345765163776,3
7.95629126202463,1.4909271844938425,0.05878805823406397,2.108907281550616,0.131388412623112,5.445364077530788,12.384766989233988,0.9952979998056571,3.477731796123461,0.4151423786360468,10.730761650538302,3
8.063089855430373,0.9090148971692675,0.158252281816867,2.1177462757076833,0.0633070158419988,18.22537242923169,48.64507448584634,0.9977154853390381,3.29935223457539,0.5535492551415366,9.575776070046217,3
6.730120052024846,0.7710440190757767,0.021506002601242278,1.8150600260124228,0.0771465985259627,6.702801213913064,13.85740320819881,0.9960527100910435,3.5379519791900615,0.625983993063354,9.93744997832298,3
8.150269523996084,0.8785162181036932,0.1706834163091216,2.1,0.09912498833401796,15.885792625825399,39.948743776815874,0.9976945591552874,3.268857926258254,0.5719424393289312,9.343435360904868,3
7.293292402032105,1.147542286865268,0.030670759796789494,4.308294705368844,0.10326216422353146,3.7731696081284203,12.06707597967895,0.9967965384505068,3.438658480406421,0.4736098235122948,10.470609362844947,3
8.982093663307785,0.7516183042942675,0.3051282521372775,4.236149372982834,0.07865405570967499,5.927701254034332,27.802020197590423,0.9992176210587105,3.337263544556407,0.5409121518145309,9.698108356451257,3
7.320181454993796,1.020362909987592,0.04663642416770067,2.1,0.06611263526509499,18.9909272503102,46.309139334160534,0.9968959482268807,3.3227815881627376,0.5399092725031021,9.780725819975183,3
7.046425555800163,0.859597347292547,0.04598191668501225,5.177649169051593,0.08146425555800155,3.401808331498775,13.732127779000816,0.9978014128901608,3.4200904165749386,0.5347329721549551,10.166515972375102,3
7.249221611350425,0.8630170524218598,0.06989621484672334,5.537212787617718,0.08733580307253026,3.090437340212379,14.090437340212379,0.9981396886445402,3.3891475191745144,0.5249740537116808,10.118606393808859,3
7.218651385237633,0.8672217425233106,0.06608385444332372,5.607715589259618,0.08178906420402189,3.184568821480764,14.870110158409316,0.9981517181706325,3.3960449538254123,0.5213183487248626,10.168359630603296,3
10.85175604025366,0.5987060989936585,0.5539987723692684,2.137646336687805,0.15256561577336575,6.882316834390248,27.670364373219538,0.9999270487136293,3.1938817030190245,0.607412197987317,8.62587802012683,3
7.5431659992345494,1.4663319984690997,0.009472333460908353,2.1,0.12260205313941921,7.841700038272506,16.577866768726686,0.9951938328725096,3.4640051328485484,0.4284170003827251,10.6726639969382,3
10.360556000876329,0.6147078321534705,0.48440149689857553,2.1,0.1982313819747773,5.190858060275833,16.41988773260683,0.9993700989038901,3.1619085806027583,0.6289820903451956,8.416541031890572,3
6.790250134662117,0.7930917160427762,0.024512506733105847,1.8451250673310584,0.07544291285124002,8.105836475449394,17.56542497083054,0.9961579377356587,3.513899946135153,0.6179666487117178,9.912395777224118,3
9.14180521759162,0.76017163531971,0.31141751475493945,2.1,0.1435841694339468,11.088039269717973,29.39368639337954,0.9984462071810775,3.22088039269718,0.5975304572281708,8.927630070042225,3
7.04280177096792,1.0723305024374377,0.01238218286737957,1.9142672569893064,0.10047256054123023,5.619109143368979,10.857327430106935,0.9955276953377775,3.530955457168449,0.542395102974865,10.311846313799471,3
7.59097431934438,1.561948638688762,0.00150428010926984,2.1,0.13471349423390974,5.451284032780952,10.203424087415868,0.9948288960290045,3.4942837355847747,0.40451284032780954,10.863897277377525,3
7.178940538432145,0.9863061591893254,0.04210594615678544,5.131628123288552,0.09068345922753593,3.3157621537285826,13.210594615678543,0.9975558348248105,3.415788107686429,0.5010542707762851,10.310516753805004,3
7.202997222826682,0.9444323150364503,0.04514986114133414,2.0514986114133413,0.06374841201991066,17.73660186595593,43.0181620743121,0.9968802451399467,3.348801110869327,0.562933703623109,9.740417823822215,3
8.853312572676598,0.7342036873456671,0.2837750096902131,3.787295375261893,0.14469420714419345,4.06261368041006,15.06261368041006,0.9987813250290706,3.272486358350793,0.5784437524225533,9.243647687630947,3
11.102216597194802,0.59244458507013,0.589480684602597,2.1585180497662337,0.1262672572945458,7.925902488311674,34.140595427532375,1.0002192526967273,3.2126662447896104,0.5948891701402599,8.751108298597401,3
10.369668176311821,0.6606550862195583,0.49322168612226924,3.156924751757472,0.07618725657544562,8.086150496485056,37.977566626286695,1.0000563327643484,3.291011060789606,0.5563296464034646,9.328088486316847,3
7.474764039617874,0.959141066239157,0.07480521852640794,2.1,0.06883619403447887,19.154367550236092,47.1396086105194,0.9971824824171297,3.301543675502361,0.5545100397320742,9.626711854353793,3
8.141110494979786,1.4447223762550532,0.08928323167166485,2.1135277623744946,0.12847750970406827,5.676388118724734,14.140549702307979,0.9955770768474195,3.466180594063763,0.422997196036641,10.642972514884601,3
9.81999312830324,0.6792266266218713,0.40767644401723413,2.1,0.1739932402690808,7.806484863048837,22.17426669870744,0.9989603173714556,3.1880648486304883,0.6150320807304062,8.643228688130899,3
11.598729529787587,0.5800832863805914,0.6598277807045397,2.200988143498543,0.07400225861371096,9.998023713002915,46.99068321844231,1.0007992320713381,3.2500423490070802,0.5699858836643065,9.000338792056644,3
10.389574194929107,0.611244370282655,0.48852020831251836,2.1,0.19953252035327285,5.05044744389142,16.11098437656112,0.9993920965671236,3.1605044744389144,0.6297309469659125,8.404372111803923,3
6.922172682241051,0.8238746461443022,0.03666295116807883,3.9661836518502476,0.08022172682241045,4.333704883192118,13.110863411205255,0.9971552979476535,3.466685244159606,0.568902512383711,10.088857926400657,3
9.683860987059582,0.695474656383211,0.38835446267942464,2.1,0.16788925071009098,8.465188772292343,23.623415299043153,0.9988571204256742,3.1946518877229235,0.6115189932144408,8.700316360265337,3
10.466281124141087,0.6083429718964728,0.49938982591998726,2.1055234270117573,0.19304048196518592,5.27617135058786,17.71226237364473,0.9994773279781646,3.1649710843105816,0.6266859437929457,8.433140562070543,3
10.580423131187107,0.6054894217203223,0.51555994358484,2.115035260932259,0.18105557122535385,5.751763046612942,20.660930889000245,0.9996104936530515,3.1735317348390333,0.6209788434406447,8.490211565593553,3
7.615187976449832,0.7228977847385204,0.1362536078193029,1.8742044305229593,0.10817646841267012,5.7526518982568025,12.98939240697279,0.9968409835459269,3.453534240320153,0.63,9.566610442298042,3
8.586795646523308,0.7556058041428252,0.24823941953644113,4.078041112883664,0.13516420796659098,3.9010882706201873,14.901088270620187,0.9986747182586093,3.2918694075255774,0.5695598548841103,9.389020556441832,3
7.164579707575747,0.9660573876818039,0.043542029242425256,5.235026105454618,0.08910376783333213,3.25831883030299,13.354202924242525,0.9976511907416971,3.4129159415151493,0.5045008701818207,10.290411590606046,3
7.78379589096511,1.5340510272587222,0.030326322009243234,2.104594897274128,0.13410521471729941,5.229744863706388,10.74606096416855,0.9950375317953573,3.4885127568146808,0.4078113253660172,10.812696951791573,3
8.993449071861216,0.822469853780352,0.2902334729849632,2.139382536554912,0.06611972975213856,16.0617463445088,48.21234926890176,0.9985268451208091,3.286370478067053,0.5578765073109824,9.424322244115615,3
10.61683593633511,0.6714571222013851,0.5205278886428878,2.177135719449654,0.07102764352845498,12.286428055034627,47.457285611006924,0.999942589479362,3.2637185683302077,0.5654271438899308,9.160049963852424,3
6.896979589356486,0.8322258494307115,0.029848979467824298,1.898489794678243,0.07241891163489957,10.596190418318006,24.1470746769833,0.9963447142813738,3.4712081642574057,0.6037360547524686,9.867925171101463,3
7.070876944274738,0.895988212900737,0.03854384721373688,1.9854384721373688,0.06749181991221577,14.653795366410542,34.87074489694214,0.9966490346524808,3.401649222290105,0.5805497407633684,9.795467939885526,3
11.17020473836059,0.5907448815409851,0.5991123379344171,2.1641837281967162,0.11912850247213791,8.209186409835798,35.896955740981944,1.000298572194754,3.2177653553770442,0.5914897630819704,8.785102369180295,3
7.054576963120148,0.8619408768970427,0.046593272234011135,5.2571253904214466,0.0815457696312014,3.340672776598887,13.772884815600742,0.9978438002082247,3.417033638829944,0.5324913351419592,10.171610601950093,3
7.2642134022036,1.1065408971070763,0.03357865977963998,4.517663504134079,0.10006347424239592,3.6568536088144006,12.357865977963998,0.9969896230093681,3.43284268044072,0.480588783471136,10.42989876308504,3
7.1682769308134135,1.1866523147411105,0.009593845981924134,1.956092310271138,0.10869815435332375,5.4796922990962065,10.43907689728862,0.9953548184508793,3.52398461495481,0.5103292287921275,10.444292315858604,3
7.5424219505781345,0.7258477587603459,0.12701035588424953,1.8683044824793082,0.10577715620825201,5.77231839173564,12.910726433057443,0.9967741174680989,3.4612041727768994,0.63,9.597093507190241,3
7.360081750555996,1.2417152682839554,0.02399182494440033,3.827411395996824,0.11060899256115954,4.040327002223987,11.399182494440034,0.9963530571763082,3.452016350111199,0.4575803798665608,10.564114450778396,3
7.424310648439153,0.7333926700573372,0.11460383979613431,1.859127399872584,0.07740872600127416,6.591273998725839,17.173647488851095,0.996709528798471,3.505654450095562,0.6211308900191124,9.809572425302612,3
7.375953419387242,1.2640943213360123,0.022404658061275725,3.713135380411852,0.1123548761325966,4.103813677548971,11.240465806127572,0.9962476692952686,3.4551906838774484,0.45377117934706174,10.586334787142139,3
7.095155825618153,1.1200308633409832,0.011218759430707726,1.9317186085393843,0.10390465967941218,5.560937971535386,10.68281391460616,0.9954555630847038,3.5280468985767692,0.5290157334531389,10.367108927041382,3
11.044941211962552,0.6163871872157882,0.5847586976215905,2.6317123906957924,0.07498677117873323,9.136575218608415,42.92956888772538,1.0004644977992305,3.2685019596012483,0.5638326801329172,9.148015676809987,3
6.861393146484959,0.8064005296144257,0.03210448598637192,3.3735831782283485,0.07961393146484955,4.789551401362809,12.806965732424795,0.9968392443617218,3.48947757006814,0.5856168847166363,10.0508707165531,3
7.715447208196986,0.930414365473263,0.10896670051828192,2.1,0.07962811675463906,17.98977157324039,44.57749746112886,0.997364935786859,3.289897715732404,0.5607212182760513,9.525780203014167,3
10.293504097640646,0.6143174014470009,0.4764721421327307,2.0913651971059983,0.19648851348977264,5.028782676313339,15.884869294746643,0.9993021389005347,3.171225243762202,0.63,8.444613148285676,3
10.498117650531285,0.6522345095762824,0.5106337259609076,3.0570196051423335,0.07595890195461102,8.285960789715332,38.91952943722943,1.0001339733354322,3.286729411648957,0.5577568627836809,9.293835293191657,3
9.118761794586142,1.2003095513534645,0.25059569610671334,2.137969044864654,0.1130795017352682,6.8984522432326765,23.42823704856834,0.997053330309825,3.405077387838366,0.464547376269911,10.178588147571583,3
7.511223930429766,1.4024478608595343,0.014796011595038822,2.1,0.11451006237554093,9.438803478511646,20.836809276031058,0.9954376573310527,3.4437751559388525,0.44438803478511646,10.544895721719069,3
11.344443006189307,0.5863889248452673,0.6237960925434852,2.178703583849109,0.10083348435012275,8.935179192455447,40.39811099322377,1.0005018501738874,3.230833225464198,0.5827778496905346,8.872221503094654,3
9.895425540328953,0.6304557213380154,0.4259054064742182,2.0590885573239692,0.1833626799784141,5.1363714755867695,15.454514097652922,0.998936336983005,3.21318487547884,0.63,8.611375787159494,3
7.14799739670401,0.8711456635980113,0.05639965289386805,5.6476392035956255,0.08371627054880998,3.029089331335764,14.029089331335763,0.9980991989586816,3.3965092802397083,0.521599913223467,10.173819601797812,3
7.284471197074063,1.2925182017785906,0.00701175117613194,1.994823732358021,0.11631533403041071,5.3505875588065965,10.051762676419791,0.9951947285729201,3.51752937794033,0.4806351385255173,10.566941819133733,3
9.836646053474922,0.7440329252581468,0.4098497889813262,2.1589917686854636,0.06866892992911022,14.10082313145367,47.82016462629073,0.9992621913257048,3.274604938788722,0.5617983537370926,9.287057619201757,3
8.986649393928849,0.8231023819601071,0.2892688675108367,2.1392244045099735,0.06609917258629652,16.07755954900268,48.21551190980053,0.998520915169124,3.286465357294016,0.5578448809019947,9.425429168430187,3
9.718857835297964,0.7549899688094917,0.3931402975655253,2.1562525077976273,0.06831282601369151,14.374749220237291,47.87494984404746,0.9991594690424109,3.2762484953214237,0.5612505015595254,9.30623244541661,3
11.484990433392499,0.5828752391651875,0.6437069780639373,2.190415869449375,0.08607600449378772,9.520793472468743,44.0289195293062,1.0006658221722913,3.241374282504437,0.5757504783303751,8.94249521669625,3
7.9885452279862115,0.707761679946505,0.18368006950095114,1.9044766401069901,0.12048716697684264,5.6517445329767,13.393021868093202,0.9971840685878792,3.414180367860913,0.63,9.410204026113885,3
6.905595795663924,0.8191087912533782,0.035419684674794324,3.8045590077232623,0.0800559579566392,4.458031532520568,13.027978978319622,0.9970690981374524,3.472901576626028,0.5734611561924208,10.078497372289952,3
7.500483852857771,0.7275479519111715,0.12168308401166278,1.864904096177657,0.10439433244558055,5.783653012741143,12.865387949035428,0.9967355797566801,3.4656246749690456,0.63,9.61466216974877,3
9.00513396398146,0.8213828870714919,0.2918910972159748,2.1396542782321273,0.06615505617017652,16.0345721767873,48.20691443535746,0.9985370354337048,3.286207433060724,0.5579308556464254,9.422420052375111,3
9.74822483111658,0.6480243939589827,0.41813548814583906,2.0488346800911494,0.07551165319908851,8.488346800911494,33.773034507975574,0.9989860161610937,3.3633739899316377,0.5926747979863276,9.35901763478352,3
7.719363310639647,0.8343972940802898,0.1339581376644855,5.218272980613609,0.08089890966997387,3.9634540387727837,18.54199761135741,0.9984543707122088,3.3793545563120118,0.5268818145626627,10.034836450496094,3
7.584856187097293,1.5497123741945853,0.0025239688171178956,2.1,0.1331635673979807,5.757190645135369,11.019175053694312,0.994875597771824,3.490408918494952,0.4075719064513537,10.83942474838917,3
7.244171879437441,0.7379389778606443,0.08912453603664783,1.8441220442787114,0.09594296467334262,5.852926519070962,12.58829392371615,0.9965000498351587,3.492641342437675,0.63,9.72203610455999,3
7.070635050064597,0.8665575768935718,0.047797628754844834,5.413691738129828,0.0817063505006459,3.220237124515517,13.85317525032299,0.9979273022603359,3.411011856225776,0.5280753612322356,10.181646906290373,3
9.188630163910263,0.6685809327543168,0.34504557242909556,2.0031534827681847,0.07596846517231814,8.031534827681847,29.775929742216164,0.9984378417932182,3.3976348879238616,0.5995269775847722,9.467510478425561,3
7.145053367020625,0.9231862345742291,0.04225266835103125,2.0225266835103124,0.06539015460108229,16.384578563814582,39.44495763293854,0.9967788433922861,3.37197865319175,0.5706595510639167,9.764561097074738,3
